name,k_optimal,k_solved,millis,verified,recursive_steps
moreno_mac-n_62-m_1187,14,14,65,true,6984
moreno_rhesus-m_16-m_111,10,10,1,true,97
moreno_sheep-n_28-m_250,8,8,2,true,244
openflights-n_100,8,8,0,true,0
openflights-n_1000,228,228,36,true,2
openflights-n_200,24,24,0,true,0
openflights-n_300,37,37,1,true,0
openflights-n_400,69,69,2,true,0
openflights-n_500,88,88,5,true,0
openflights-n_700,148,148,16,true,71
openflights-n_800,179,179,27,true,1
oz,138,2,180000,false,5507707
polbooks-n_105-m_441.mtx,0,0,0,true,0
talk-oc-n_100,1,1,0,true,0
talk-oc-n_1000,6,6,2,true,0
talk-oc-n_200,1,1,0,true,0
talk-oc-n_300,0,0,0,true,0
talk-oc-n_400,1,1,0,true,0
talk-oc-n_500,4,4,0,true,0
talk-oc-n_700,2,2,0,true,0
talk-oc-n_800,4,4,0,true,0
temporalGraph-n_100,3,3,0,true,0
temporalGraph-n_1000,45,45,22,true,384
temporalGraph-n_200,3,3,0,true,0
temporalGraph-n_300,7,7,0,true,0
temporalGraph-n_400,12,12,0,true,0
temporalGraph-n_500,14,14,1,true,67
temporalGraph-n_700,26,26,3,true,0
temporalGraph-n_800,33,33,9,true,0
Tina_AskCal-n_11-m_29.mtx,3,3,0,true,0
trust,166,166,34,true,94
ucsocial-n_100,14,14,0,true,0
ucsocial-n_1000,253,253,116,true,0
ucsocial-n_200,24,24,0,true,0
ucsocial-n_300,44,44,1,true,0
ucsocial-n_400,73,73,4,true,0
ucsocial-n_500,105,105,10,true,0
ucsocial-n_700,166,166,47,true,0
ucsocial-n_800,183,183,49,true,0
usairport-n_100,10,10,0,true,0
usairport-n_1000,251,158,180000,false,27741949
usairport-n_200,29,29,2,true,5
usairport-n_300,48,48,8,true,137
usairport-n_400,84,84,63,true,6290
usairport-n_500,100,100,97,true,15861
usairport-n_700,154,154,10256,true,919330
usairport-n_800,191,191,44348,true,10257665
wikispeedia-n_100,6,6,0,true,0
wikispeedia-n_1000,162,122,180000,false,7502192
wikispeedia-n_200,10,10,0,true,0
wikispeedia-n_300,23,23,0,true,0
wikispeedia-n_400,39,39,4,true,0
wikispeedia-n_500,59,59,13,true,204
wikispeedia-n_700,77,77,59,true,1591
wikispeedia-n_800,110,82,180000,false,11718780
synth-n_10-m_12-k_2-p_0.2.txt,0,0,0,true,0
synth-n_10-m_12-k_4-p_0.2.txt,1,1,0,true,0
synth-n_100-m_1009-k_2-p_0.2.txt,2,2,3,true,0
synth-n_100-m_1028-k_4-p_0.2.txt,4,4,31,true,1
synth-n_100-m_1107-k_6-p_0.2.txt,6,6,38,true,1
synth-n_100-m_1119-k_8-p_0.2.txt,8,8,81,true,1
synth-n_100-m_1129-k_10-p_0.2.txt,10,10,89,true,6
synth-n_100-m_1220-k_15-p_0.2.txt,15,15,316,true,8797
synth-n_100-m_1231-k_25-p_0.2.txt,25,0,180000,false,9544694
