name,k_optimal,k_solved,millis,verified
synth-n_40-m_50-k_4-p_0.05.txt,1,1,0,true
synth-n_40-m_58-k_15-p_0.05.txt,1,1,0,true
synth-n_40-m_61-k_8-p_0.05.txt,1,1,0,true
synth-n_40-m_62-k_10-p_0.05.txt,3,3,0,true
synth-n_40-m_88-k_4-p_0.1.txt,3,3,0,true
synth-n_40-m_92-k_2-p_0.1.txt,2,2,0,true
synth-n_40-m_95-k_6-p_0.1.txt,4,4,1,true
synth-n_50-m_139-k_2-p_0.1.txt,2,2,0,true
synth-n_50-m_139-k_4-p_0.1.txt,2,2,0,true
synth-n_50-m_154-k_8-p_0.1.txt,6,6,24,true
synth-n_50-m_159-k_10-p_0.1.txt,8,8,32,true
synth-n_50-m_169-k_6-p_0.1.txt,6,6,3,true
synth-n_50-m_192-k_20-p_0.1.txt,11,11,765,true
synth-n_50-m_195-k_15-p_0.1.txt,8,8,45,true
synth-n_50-m_275-k_2-p_0.2.txt,2,2,1,true
synth-n_50-m_278-k_4-p_0.2.txt,4,4,1,true
synth-n_50-m_302-k_6-p_0.2.txt,6,6,4,true
synth-n_50-m_320-k_15-p_0.2.txt,14,14,1378,true
synth-n_50-m_327-k_10-p_0.2.txt,10,10,96,true
synth-n_50-m_334-k_8-p_0.2.txt,8,8,22,true
synth-n_50-m_357-k_20-p_0.2.txt,20,20,112200,true
synth-n_50-m_66-k_2-p_0.05.txt,1,1,0,true
synth-n_50-m_70-k_4-p_0.05.txt,0,0,0,true
synth-n_50-m_71-k_8-p_0.05.txt,2,2,0,true
synth-n_50-m_81-k_10-p_0.05.txt,3,3,1,true
synth-n_50-m_90-k_20-p_0.05.txt,2,2,0,true
synth-n_50-m_91-k_6-p_0.05.txt,1,1,0,true
synth-n_50-m_97-k_15-p_0.05.txt,4,4,1,true
biology-n_12-m_33-p_0.5-15,3,3,0,true
biology-n_12-m_33-p_0.75-15,3,3,0,true
biology-n_12-m_33-p_0.9-15,3,3,0,true
biology-n_12-m_43-p_0.5-25,4,4,0,true
biology-n_12-m_43-p_0.75-25,3,3,0,true
biology-n_12-m_43-p_0.9-25,1,1,0,true
biology-n_12-m_45-p_0.5-19,3,3,0,true
biology-n_12-m_45-p_0.75-19,3,3,0,true
biology-n_12-m_45-p_0.9-19,1,1,0,true
biology-n_13-m_39-p_0.5-4,2,2,0,true
biology-n_13-m_39-p_0.75-4,3,3,0,true
biology-n_13-m_39-p_0.9-4,4,4,0,true
biology-n_13-m_51-p_0.5-22,4,4,0,true
biology-n_13-m_51-p_0.75-22,3,3,0,true
biology-n_13-m_51-p_0.9-22,3,3,0,true
biology-n_16-m_79-p_0.5-3,6,6,0,true
biology-n_16-m_79-p_0.75-3,6,6,1,true
biology-n_16-m_79-p_0.9-3,4,4,0,true
biology-n_17-m_89-p_0.5-10,6,6,1,true
biology-n_17-m_89-p_0.75-10,6,6,1,true
biology-n_17-m_89-p_0.9-10,4,4,1,true
biology-n_19-m_99-p_0.5-20,7,7,2,true
biology-n_19-m_99-p_0.75-20,6,6,1,true
biology-n_19-m_99-p_0.9-20,3,3,0,true
biology-n_20-m_125-p_0.5-24,8,8,5,true
biology-n_20-m_125-p_0.5-7,9,9,12,true
biology-n_20-m_125-p_0.75-24,9,9,9,true
biology-n_20-m_125-p_0.75-7,5,5,1,true
biology-n_20-m_125-p_0.9-24,3,3,0,true
biology-n_20-m_125-p_0.9-7,4,4,1,true
biology-n_22-m_76-p_0.5-9,4,4,0,true
biology-n_22-m_76-p_0.75-9,4,4,0,true
biology-n_22-m_76-p_0.9-9,3,3,0,true
biology-n_23-m_166-p_0.5-17,12,12,38,true
biology-n_23-m_166-p_0.75-17,10,10,39,true
biology-n_23-m_166-p_0.9-17,6,6,2,true
biology-n_25-m_231-p_0.5-6,13,13,356,true
biology-n_25-m_231-p_0.75-6,13,13,118,true
biology-n_25-m_231-p_0.9-6,8,8,7,true
biology-n_28-m_163-p_0.5-11,10,10,9,true
biology-n_28-m_163-p_0.75-11,8,8,3,true
biology-n_28-m_163-p_0.9-11,5,5,0,true
biology-n_28-m_249-p_0.5-8,15,15,445,true
biology-n_28-m_249-p_0.75-8,13,13,177,true
biology-n_28-m_249-p_0.9-8,6,6,3,true
biology-n_29-m_153-p_0.5-21,11,11,77,true
biology-n_29-m_153-p_0.75-21,11,11,62,true
biology-n_29-m_153-p_0.9-21,5,5,1,true
biology-n_30-m_287-p_0.5-5,15,15,798,true
biology-n_30-m_287-p_0.75-5,12,12,162,true
biology-n_30-m_287-p_0.9-5,10,10,57,true
biology-n_35-m_315-p_0.5-18,17,17,2140,true
biology-n_35-m_315-p_0.75-18,15,15,1622,true
biology-n_35-m_315-p_0.9-18,10,10,47,true
biology-n_36-m_219-p_0.5-12,17,17,70,true
biology-n_36-m_219-p_0.75-12,14,14,26,true
biology-n_36-m_219-p_0.9-12,9,9,1,true
biology-n_42-m_297-p_0.5-23,21,21,36089,true
biology-n_42-m_297-p_0.75-23,19,19,17335,true
biology-n_42-m_297-p_0.9-23,13,13,106,true
biology-n_45-m_326-p_0.5-16,21,21,136,true
biology-n_45-m_326-p_0.75-16,18,18,79,true
biology-n_45-m_326-p_0.9-16,14,14,9,true
biology-n_49-m_689-p_0.5-14,29,0,180000,false
biology-n_49-m_689-p_0.75-14,26,0,180000,false
biology-n_49-m_689-p_0.9-14,19,19,81897,true
biology-n_56-m_526-p_0.5-2,29,0,180000,false
biology-n_56-m_526-p_0.75-2,24,24,44287,true
biology-n_56-m_526-p_0.9-2,17,17,5664,true
biology-n_6-m_7-p_0.5-13,0,0,0,true
biology-n_6-m_7-p_0.75-13,0,0,0,true
biology-n_6-m_7-p_0.9-13,0,0,0,true
biology-n_9-m_23-p_0.5-1,2,2,0,true
biology-n_9-m_23-p_0.75-1,2,2,0,true
biology-n_9-m_23-p_0.9-1,1,1,0,true
GD-n_101-m_190.mtx,0,0,0,true
GD-n_105-m_149.mtx,20,20,3,true
GD-n_111-m_193.mtx,0,0,0,true
GD-n_112-m_168.mtx,0,0,0,true
GD-n_121-m_207.mtx,43,8,180000,false
GD-n_18-m_37.mtx,8,8,0,true
GD-n_180-m_229.mtx,2,2,0,true
GD-n_23-m_87.mtx,9,9,2,true
GD-n_36-m_57.mtx,5,5,4,true
GD-n_38-m_50.mtx,2,2,0,true
GD-n_47-m_132.mtx,0,0,0,true
GD-n_62-m_287.mtx,38,0,180000,false
GD-n_65-m_125.mtx,0,0,0,true
GD-n_73-m_96.mtx,2,2,0,true
GD-n_80-m_232.mtx,20,20,162978,true
GD-n_84-m_196.mtx,0,0,0,true
maayan_foodweb-n_183-m_2476,11,11,1,true
moreno_bison-n_26-m_314,16,16,14,true
moreno_cattle-n_28-m_217,8,8,3,true
moreno_hens-n_32-m_496,11,11,25,true
moreno_innovation-n_241-m_1098,79,0,180000,false
moreno_mac-n_62-m_1187,14,14,191,true
moreno_rhesus-m_16-m_111,10,10,1,true
moreno_sheep-n_28-m_250,8,8,1,true
polbooks-n_105-m_441.mtx,0,0,0,true
Tina_AskCal-n_11-m_29.mtx,3,3,0,true
