name,k_optimal,k_solved,millis,verified,recursive_steps
GD-n_101-m_190.mtx,0,0,0,true,0
GD-n_105-m_149.mtx,20,20,0,true,0
GD-n_111-m_193.mtx,0,0,0,true,0
GD-n_112-m_168.mtx,0,0,0,true,0
GD-n_121-m_207.mtx,43,43,1,true,0
GD-n_18-m_37.mtx,8,8,0,true,16
GD-n_180-m_229.mtx,2,2,1,true,0
GD-n_23-m_87.mtx,9,9,0,true,4
GD-n_36-m_57.mtx,5,5,0,true,0
GD-n_38-m_50.mtx,2,2,1,true,4
GD-n_47-m_132.mtx,0,0,0,true,0
GD-n_62-m_287.mtx,38,38,1463,true,451540
GD-n_65-m_125.mtx,0,0,0,true,0
GD-n_73-m_96.mtx,2,2,0,true,0
GD-n_80-m_232.mtx,20,20,1,true,165
GD-n_84-m_196.mtx,0,0,0,true,0
maayan_foodweb-n_183-m_2476,11,11,5,true,31
moreno_bison-n_26-m_314,16,16,6,true,1096
moreno_cattle-n_28-m_217,8,8,0,true,2
moreno_hens-n_32-m_496,11,11,26,true,3250
moreno_innovation-n_241-m_1098,79,79,28,true,5207
moreno_mac-n_62-m_1187,14,14,66,true,6984
moreno_rhesus-m_16-m_111,10,10,0,true,97
moreno_sheep-n_28-m_250,8,8,2,true,244
polbooks-n_105-m_441.mtx,0,0,0,true,0
Tina_AskCal-n_11-m_29.mtx,3,3,0,true,0
