[2021-11-21 10:05:10.237] advotogo-n_100: 	---------- advotogo-n_100 (n = 16, m = 12, k = 3) ----------
[2021-11-21 10:05:10.377] biology-n_12-m_33-p_0.5-15: 	---------- biology-n_12-m_33-p_0.5-15 (n = 12, m = 33, k = 3) ----------
[2021-11-21 10:05:10.378] biology-n_12-m_33-p_0.5-15: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.378] biology-n_12-m_33-p_0.5-15: 	Found 1 cyclic sub graph(s) with n = [10]
[2021-11-21 10:05:10.380] biology-n_12-m_33-p_0.5-15: 	Found 4 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.380] biology-n_12-m_33-p_0.5-15: 	Found 3 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.380] biology-n_12-m_33-p_0.5-15: 	Found 2 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.380] biology-n_12-m_33-p_0.5-15: 	Found 1 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.381] biology-n_12-m_33-p_0.5-15: 	Found solution with k = 3 in 4ms
[2021-11-21 10:05:10.381] biology-n_12-m_33-p_0.75-15: 	---------- biology-n_12-m_33-p_0.75-15 (n = 12, m = 33, k = 3) ----------
[2021-11-21 10:05:10.381] biology-n_12-m_33-p_0.75-15: 	Removed 2 nodes in preprocessing
[2021-11-21 10:05:10.382] biology-n_12-m_33-p_0.75-15: 	Found 1 cyclic sub graph(s) with n = [3]
[2021-11-21 10:05:10.382] biology-n_12-m_33-p_0.75-15: 	Found 2 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.382] biology-n_12-m_33-p_0.75-15: 	Found 1 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.382] biology-n_12-m_33-p_0.75-15: 	Found solution with k = 3 in 1ms
[2021-11-21 10:05:10.382] biology-n_12-m_33-p_0.9-15: 	---------- biology-n_12-m_33-p_0.9-15 (n = 12, m = 33, k = 3) ----------
[2021-11-21 10:05:10.383] biology-n_12-m_33-p_0.9-15: 	Removed 3 nodes in preprocessing
[2021-11-21 10:05:10.383] biology-n_12-m_33-p_0.9-15: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.383] biology-n_12-m_33-p_0.9-15: 	Found solution with k = 3 in 1ms
[2021-11-21 10:05:10.383] biology-n_12-m_43-p_0.5-25: 	---------- biology-n_12-m_43-p_0.5-25 (n = 12, m = 43, k = 4) ----------
[2021-11-21 10:05:10.384] biology-n_12-m_43-p_0.5-25: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.384] biology-n_12-m_43-p_0.5-25: 	Found 1 cyclic sub graph(s) with n = [10]
[2021-11-21 10:05:10.386] biology-n_12-m_43-p_0.5-25: 	Found 4 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.386] biology-n_12-m_43-p_0.5-25: 	Found 3 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.386] biology-n_12-m_43-p_0.5-25: 	Found 2 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.387] biology-n_12-m_43-p_0.5-25: 	Found 1 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.387] biology-n_12-m_43-p_0.5-25: 	Found 0 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.387] biology-n_12-m_43-p_0.5-25: 	Found solution with k = 4 in 4ms
[2021-11-21 10:05:10.388] biology-n_12-m_43-p_0.75-25: 	---------- biology-n_12-m_43-p_0.75-25 (n = 12, m = 43, k = 3) ----------
[2021-11-21 10:05:10.388] biology-n_12-m_43-p_0.75-25: 	Removed 3 nodes in preprocessing
[2021-11-21 10:05:10.388] biology-n_12-m_43-p_0.75-25: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.388] biology-n_12-m_43-p_0.75-25: 	Found solution with k = 3 in 0ms
[2021-11-21 10:05:10.389] biology-n_12-m_43-p_0.9-25: 	---------- biology-n_12-m_43-p_0.9-25 (n = 12, m = 43, k = 1) ----------
[2021-11-21 10:05:10.389] biology-n_12-m_43-p_0.9-25: 	Removed 1 nodes in preprocessing
[2021-11-21 10:05:10.389] biology-n_12-m_43-p_0.9-25: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.389] biology-n_12-m_43-p_0.9-25: 	Found solution with k = 1 in 0ms
[2021-11-21 10:05:10.390] biology-n_12-m_45-p_0.5-19: 	---------- biology-n_12-m_45-p_0.5-19 (n = 12, m = 45, k = 3) ----------
[2021-11-21 10:05:10.390] biology-n_12-m_45-p_0.5-19: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.390] biology-n_12-m_45-p_0.5-19: 	Found 1 cyclic sub graph(s) with n = [9]
[2021-11-21 10:05:10.391] biology-n_12-m_45-p_0.5-19: 	Found 3 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.391] biology-n_12-m_45-p_0.5-19: 	Found 3 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.392] biology-n_12-m_45-p_0.5-19: 	Found 2 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.392] biology-n_12-m_45-p_0.5-19: 	Found 1 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.392] biology-n_12-m_45-p_0.5-19: 	Found solution with k = 3 in 3ms
[2021-11-21 10:05:10.393] biology-n_12-m_45-p_0.75-19: 	---------- biology-n_12-m_45-p_0.75-19 (n = 12, m = 45, k = 3) ----------
[2021-11-21 10:05:10.393] biology-n_12-m_45-p_0.75-19: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.393] biology-n_12-m_45-p_0.75-19: 	Found 1 cyclic sub graph(s) with n = [9]
[2021-11-21 10:05:10.394] biology-n_12-m_45-p_0.75-19: 	Found 3 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.394] biology-n_12-m_45-p_0.75-19: 	Found 2 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.395] biology-n_12-m_45-p_0.75-19: 	Found 1 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.395] biology-n_12-m_45-p_0.75-19: 	Found 0 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.395] biology-n_12-m_45-p_0.75-19: 	Found solution with k = 3 in 3ms
[2021-11-21 10:05:10.395] biology-n_12-m_45-p_0.9-19: 	---------- biology-n_12-m_45-p_0.9-19 (n = 12, m = 45, k = 1) ----------
[2021-11-21 10:05:10.396] biology-n_12-m_45-p_0.9-19: 	Removed 1 nodes in preprocessing
[2021-11-21 10:05:10.396] biology-n_12-m_45-p_0.9-19: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.396] biology-n_12-m_45-p_0.9-19: 	Found solution with k = 1 in 0ms
[2021-11-21 10:05:10.396] biology-n_13-m_39-p_0.5-4: 	---------- biology-n_13-m_39-p_0.5-4 (n = 13, m = 39, k = 2) ----------
[2021-11-21 10:05:10.397] biology-n_13-m_39-p_0.5-4: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.397] biology-n_13-m_39-p_0.5-4: 	Found 1 cyclic sub graph(s) with n = [8]
[2021-11-21 10:05:10.398] biology-n_13-m_39-p_0.5-4: 	Found 3 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.398] biology-n_13-m_39-p_0.5-4: 	Found 2 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.398] biology-n_13-m_39-p_0.5-4: 	Found 1 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.399] biology-n_13-m_39-p_0.5-4: 	Found solution with k = 2 in 2ms
[2021-11-21 10:05:10.399] biology-n_13-m_39-p_0.75-4: 	---------- biology-n_13-m_39-p_0.75-4 (n = 13, m = 39, k = 3) ----------
[2021-11-21 10:05:10.399] biology-n_13-m_39-p_0.75-4: 	Removed 3 nodes in preprocessing
[2021-11-21 10:05:10.399] biology-n_13-m_39-p_0.75-4: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.400] biology-n_13-m_39-p_0.75-4: 	Found solution with k = 3 in 0ms
[2021-11-21 10:05:10.400] biology-n_13-m_39-p_0.9-4: 	---------- biology-n_13-m_39-p_0.9-4 (n = 13, m = 39, k = 4) ----------
[2021-11-21 10:05:10.400] biology-n_13-m_39-p_0.9-4: 	Removed 4 nodes in preprocessing
[2021-11-21 10:05:10.400] biology-n_13-m_39-p_0.9-4: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.400] biology-n_13-m_39-p_0.9-4: 	Found solution with k = 4 in 0ms
[2021-11-21 10:05:10.401] biology-n_13-m_51-p_0.5-22: 	---------- biology-n_13-m_51-p_0.5-22 (n = 13, m = 51, k = 4) ----------
[2021-11-21 10:05:10.401] biology-n_13-m_51-p_0.5-22: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.401] biology-n_13-m_51-p_0.5-22: 	Found 1 cyclic sub graph(s) with n = [9]
[2021-11-21 10:05:10.402] biology-n_13-m_51-p_0.5-22: 	Found 5 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.403] biology-n_13-m_51-p_0.5-22: 	Found 4 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.403] biology-n_13-m_51-p_0.5-22: 	Found 3 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.403] biology-n_13-m_51-p_0.5-22: 	Found 2 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.403] biology-n_13-m_51-p_0.5-22: 	Found 1 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.404] biology-n_13-m_51-p_0.5-22: 	Found solution with k = 4 in 2ms
[2021-11-21 10:05:10.404] biology-n_13-m_51-p_0.75-22: 	---------- biology-n_13-m_51-p_0.75-22 (n = 13, m = 51, k = 3) ----------
[2021-11-21 10:05:10.404] biology-n_13-m_51-p_0.75-22: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.404] biology-n_13-m_51-p_0.75-22: 	Found 1 cyclic sub graph(s) with n = [8]
[2021-11-21 10:05:10.405] biology-n_13-m_51-p_0.75-22: 	Found 4 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.405] biology-n_13-m_51-p_0.75-22: 	Found 3 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.406] biology-n_13-m_51-p_0.75-22: 	Found 2 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.406] biology-n_13-m_51-p_0.75-22: 	Found 1 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.406] biology-n_13-m_51-p_0.75-22: 	Found solution with k = 3 in 2ms
[2021-11-21 10:05:10.406] biology-n_13-m_51-p_0.9-22: 	---------- biology-n_13-m_51-p_0.9-22 (n = 13, m = 51, k = 3) ----------
[2021-11-21 10:05:10.407] biology-n_13-m_51-p_0.9-22: 	Removed 3 nodes in preprocessing
[2021-11-21 10:05:10.407] biology-n_13-m_51-p_0.9-22: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.407] biology-n_13-m_51-p_0.9-22: 	Found solution with k = 3 in 1ms
[2021-11-21 10:05:10.407] biology-n_16-m_79-p_0.5-3: 	---------- biology-n_16-m_79-p_0.5-3 (n = 16, m = 79, k = 6) ----------
[2021-11-21 10:05:10.408] biology-n_16-m_79-p_0.5-3: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.408] biology-n_16-m_79-p_0.5-3: 	Found 1 cyclic sub graph(s) with n = [13]
[2021-11-21 10:05:10.411] biology-n_16-m_79-p_0.5-3: 	Found 5 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.411] biology-n_16-m_79-p_0.5-3: 	Found 4 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.412] biology-n_16-m_79-p_0.5-3: 	Found 3 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.412] biology-n_16-m_79-p_0.5-3: 	Found 2 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.412] biology-n_16-m_79-p_0.5-3: 	Found 1 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.412] biology-n_16-m_79-p_0.5-3: 	Found 1 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.413] biology-n_16-m_79-p_0.5-3: 	Found 1 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.414] biology-n_16-m_79-p_0.5-3: 	Found solution with k = 6 in 7ms
[2021-11-21 10:05:10.414] biology-n_16-m_79-p_0.75-3: 	---------- biology-n_16-m_79-p_0.75-3 (n = 16, m = 79, k = 6) ----------
[2021-11-21 10:05:10.414] biology-n_16-m_79-p_0.75-3: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.415] biology-n_16-m_79-p_0.75-3: 	Found 1 cyclic sub graph(s) with n = [15]
[2021-11-21 10:05:10.420] biology-n_16-m_79-p_0.75-3: 	Found 5 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.420] biology-n_16-m_79-p_0.75-3: 	Found 4 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.420] biology-n_16-m_79-p_0.75-3: 	Found 3 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.421] biology-n_16-m_79-p_0.75-3: 	Found 2 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.421] biology-n_16-m_79-p_0.75-3: 	Found 1 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.421] biology-n_16-m_79-p_0.75-3: 	Found 1 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.422] biology-n_16-m_79-p_0.75-3: 	Found 0 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.422] biology-n_16-m_79-p_0.75-3: 	Found solution with k = 6 in 8ms
[2021-11-21 10:05:10.422] biology-n_16-m_79-p_0.9-3: 	---------- biology-n_16-m_79-p_0.9-3 (n = 16, m = 79, k = 4) ----------
[2021-11-21 10:05:10.423] biology-n_16-m_79-p_0.9-3: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.423] biology-n_16-m_79-p_0.9-3: 	Found 1 cyclic sub graph(s) with n = [10]
[2021-11-21 10:05:10.424] biology-n_16-m_79-p_0.9-3: 	Found 3 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.424] biology-n_16-m_79-p_0.9-3: 	Found 2 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.425] biology-n_16-m_79-p_0.9-3: 	Found 1 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.425] biology-n_16-m_79-p_0.9-3: 	Found 0 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.425] biology-n_16-m_79-p_0.9-3: 	Found 0 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.425] biology-n_16-m_79-p_0.9-3: 	Found solution with k = 4 in 3ms
[2021-11-21 10:05:10.426] biology-n_17-m_89-p_0.5-10: 	---------- biology-n_17-m_89-p_0.5-10 (n = 17, m = 89, k = 6) ----------
[2021-11-21 10:05:10.426] biology-n_17-m_89-p_0.5-10: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.426] biology-n_17-m_89-p_0.5-10: 	Found 1 cyclic sub graph(s) with n = [15]
[2021-11-21 10:05:10.430] biology-n_17-m_89-p_0.5-10: 	Found 6 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.430] biology-n_17-m_89-p_0.5-10: 	Found 6 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.430] biology-n_17-m_89-p_0.5-10: 	Found 5 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.430] biology-n_17-m_89-p_0.5-10: 	Found 4 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.431] biology-n_17-m_89-p_0.5-10: 	Found 3 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.431] biology-n_17-m_89-p_0.5-10: 	Found 2 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.431] biology-n_17-m_89-p_0.5-10: 	Found 1 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.432] biology-n_17-m_89-p_0.5-10: 	Found solution with k = 6 in 5ms
[2021-11-21 10:05:10.432] biology-n_17-m_89-p_0.75-10: 	---------- biology-n_17-m_89-p_0.75-10 (n = 17, m = 89, k = 6) ----------
[2021-11-21 10:05:10.432] biology-n_17-m_89-p_0.75-10: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.432] biology-n_17-m_89-p_0.75-10: 	Found 1 cyclic sub graph(s) with n = [15]
[2021-11-21 10:05:10.436] biology-n_17-m_89-p_0.75-10: 	Found 5 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.436] biology-n_17-m_89-p_0.75-10: 	Found 4 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.436] biology-n_17-m_89-p_0.75-10: 	Found 3 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.436] biology-n_17-m_89-p_0.75-10: 	Found 2 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.436] biology-n_17-m_89-p_0.75-10: 	Found 1 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.437] biology-n_17-m_89-p_0.75-10: 	Found 1 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.437] biology-n_17-m_89-p_0.75-10: 	Found 0 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.438] biology-n_17-m_89-p_0.75-10: 	Found solution with k = 6 in 5ms
[2021-11-21 10:05:10.438] biology-n_17-m_89-p_0.9-10: 	---------- biology-n_17-m_89-p_0.9-10 (n = 17, m = 89, k = 4) ----------
[2021-11-21 10:05:10.438] biology-n_17-m_89-p_0.9-10: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.438] biology-n_17-m_89-p_0.9-10: 	Found 1 cyclic sub graph(s) with n = [12]
[2021-11-21 10:05:10.440] biology-n_17-m_89-p_0.9-10: 	Found 4 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.440] biology-n_17-m_89-p_0.9-10: 	Found 3 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.441] biology-n_17-m_89-p_0.9-10: 	Found 2 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.441] biology-n_17-m_89-p_0.9-10: 	Found 1 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.441] biology-n_17-m_89-p_0.9-10: 	Found 1 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.441] biology-n_17-m_89-p_0.9-10: 	Found solution with k = 4 in 3ms
[2021-11-21 10:05:10.441] biology-n_19-m_99-p_0.5-20: 	---------- biology-n_19-m_99-p_0.5-20 (n = 19, m = 99, k = 7) ----------
[2021-11-21 10:05:10.442] biology-n_19-m_99-p_0.5-20: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.442] biology-n_19-m_99-p_0.5-20: 	Found 1 cyclic sub graph(s) with n = [17]
[2021-11-21 10:05:10.447] biology-n_19-m_99-p_0.5-20: 	Found 6 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.447] biology-n_19-m_99-p_0.5-20: 	Found 5 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.447] biology-n_19-m_99-p_0.5-20: 	Found 4 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.447] biology-n_19-m_99-p_0.5-20: 	Found 3 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.447] biology-n_19-m_99-p_0.5-20: 	Found 2 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.448] biology-n_19-m_99-p_0.5-20: 	Found 1 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.448] biology-n_19-m_99-p_0.5-20: 	Found 0 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.449] biology-n_19-m_99-p_0.5-20: 	Found 0 flowers that need to be removed for k = 7
[2021-11-21 10:05:10.450] biology-n_19-m_99-p_0.5-20: 	Found solution with k = 7 in 9ms
[2021-11-21 10:05:10.450] biology-n_19-m_99-p_0.75-20: 	---------- biology-n_19-m_99-p_0.75-20 (n = 19, m = 99, k = 6) ----------
[2021-11-21 10:05:10.450] biology-n_19-m_99-p_0.75-20: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.451] biology-n_19-m_99-p_0.75-20: 	Found 1 cyclic sub graph(s) with n = [13]
[2021-11-21 10:05:10.453] biology-n_19-m_99-p_0.75-20: 	Found 6 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.453] biology-n_19-m_99-p_0.75-20: 	Found 5 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.454] biology-n_19-m_99-p_0.75-20: 	Found 4 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.454] biology-n_19-m_99-p_0.75-20: 	Found 3 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.454] biology-n_19-m_99-p_0.75-20: 	Found 2 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.454] biology-n_19-m_99-p_0.75-20: 	Found 1 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.455] biology-n_19-m_99-p_0.75-20: 	Found 1 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.455] biology-n_19-m_99-p_0.75-20: 	Found solution with k = 6 in 5ms
[2021-11-21 10:05:10.455] biology-n_19-m_99-p_0.9-20: 	---------- biology-n_19-m_99-p_0.9-20 (n = 19, m = 99, k = 3) ----------
[2021-11-21 10:05:10.456] biology-n_19-m_99-p_0.9-20: 	Removed 3 nodes in preprocessing
[2021-11-21 10:05:10.456] biology-n_19-m_99-p_0.9-20: 	Found 0 cyclic sub graph(s) with n = []
[2021-11-21 10:05:10.456] biology-n_19-m_99-p_0.9-20: 	Found solution with k = 3 in 0ms
[2021-11-21 10:05:10.456] biology-n_20-m_125-p_0.5-24: 	---------- biology-n_20-m_125-p_0.5-24 (n = 20, m = 125, k = 8) ----------
[2021-11-21 10:05:10.457] biology-n_20-m_125-p_0.5-24: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.457] biology-n_20-m_125-p_0.5-24: 	Found 1 cyclic sub graph(s) with n = [18]
[2021-11-21 10:05:10.463] biology-n_20-m_125-p_0.5-24: 	Found 7 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.463] biology-n_20-m_125-p_0.5-24: 	Found 6 flowers that need to be removed for k = 1
[2021-11-21 10:05:10.463] biology-n_20-m_125-p_0.5-24: 	Found 5 flowers that need to be removed for k = 2
[2021-11-21 10:05:10.463] biology-n_20-m_125-p_0.5-24: 	Found 5 flowers that need to be removed for k = 3
[2021-11-21 10:05:10.463] biology-n_20-m_125-p_0.5-24: 	Found 4 flowers that need to be removed for k = 4
[2021-11-21 10:05:10.464] biology-n_20-m_125-p_0.5-24: 	Found 3 flowers that need to be removed for k = 5
[2021-11-21 10:05:10.464] biology-n_20-m_125-p_0.5-24: 	Found 2 flowers that need to be removed for k = 6
[2021-11-21 10:05:10.464] biology-n_20-m_125-p_0.5-24: 	Found 1 flowers that need to be removed for k = 7
[2021-11-21 10:05:10.465] biology-n_20-m_125-p_0.5-24: 	Found 0 flowers that need to be removed for k = 8
[2021-11-21 10:05:10.467] biology-n_20-m_125-p_0.5-24: 	Found solution with k = 8 in 11ms
[2021-11-21 10:05:10.467] biology-n_20-m_125-p_0.5-7: 	---------- biology-n_20-m_125-p_0.5-7 (n = 20, m = 125, k = 9) ----------
[2021-11-21 10:05:10.468] biology-n_20-m_125-p_0.5-7: 	Removed 0 nodes in preprocessing
[2021-11-21 10:05:10.468] biology-n_20-m_125-p_0.5-7: 	Found 1 cyclic sub graph(s) with n = [19]
[2021-11-21 10:05:10.474] biology-n_20-m_125-p_0.5-7: 	Found 7 flowers that need to be removed for k = 0
[2021-11-21 10:05:10.474] biology-n_20-m_125-p_0.5-7: 	Found 6 flowers that need to be removed for k = 1
